,lambda,alpha,nsuper,Vacancies,Num hits,Num hits genuine,QOS,Validity,Time,QPU Time,iters,AR,AR_exp,SAR,SAR_exp,avg_E_pre,Range,avg_E_post,Num_hits_avg,Num_hits_genuine_avg,QOS_avg,Validity_avg,Time_avg,QPU_Time_avg,iters_avg,AR_avg,AR_exp_avg,SAR_avg,SAR_exp_avg,avg_E_pre_avg,Range_avg,avg_E_post_avg,Num_hits_std,Num_hits_genuine_std,QOS_std,Validity_std,Time_std,QPU_Time_std,AR_std,AR_exp_std,SAR_std,SAR_exp_std,avg_E_pre_std,Range_std,avg_E_post_std,yerr (not %),yerr post-sel (not %),SAR_post,SAR_post_std
0,3,0.4,4,3,"[1.26, 0.16000000000000003, 0.72, 2.97, 0.16, 0.13, 1.9100000000000001, 0.17, 0.22000000000000006, 0.6900000000000001]","[1.26, 0.16000000000000003, 0.72, 2.97, 0.16, 0.13, 1.9100000000000001, 0.17, 0.22000000000000006, 0.6900000000000001]","[6.844106463878326, 1.4184397163120568, 3.1704095112285335, 14.203730272596843, 0.8298755186721994, 0.5596211795092553, 9.035004730368973, 1.063164477798624, 1.2971698113207544, 2.9064869418702606]","[18.410000000000004, 11.280000000000001, 22.71, 20.91, 19.279999999999994, 23.23, 21.139999999999997, 15.990000000000002, 16.96, 23.740000000000002]","[array(451.229533), array(344.033372), array(329.9562161), array(329.0401006), array(334.2165186), array(324.6968147), array(327.9711766), array(320.2920528), array(348.6872408), array(319.5846119)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[250, 250, 250, 250, 250, 250, 250, 250, 250, 250]","[0.9736349162011174, 0.9239493016759776, 0.9771333798882682, 0.9757530726256982, 0.964963687150838, 0.9251177374301677, 0.9774132681564246, 0.9623722067039105, 0.944191340782123, 0.9392551675977654]","[0.951965903307888, 0.8989753246753247, 0.9497776073619631, 0.9467460122699387, 0.9453464052287581, 0.9522991992882561, 0.9500861111111111, 0.9165897832817337, 0.95574861572536, 0.9461716584158416]","[0.9976338157243907, 0.9975608185744285, 0.9976740982364474, 0.9978305533959053, 0.9975181969911218, 0.9976882859527147, 0.9977497714095442, 0.997437294957393, 0.9974866923158006, 0.998071519675441]","[0.1529060293318807, 0.1267730496453865, 0.16732716864817476, 0.2233381157340979, 0.11151452282158658, 0.17240637107189016, 0.1944181646168417, 0.08255159474671458, 0.10023584905660243, 0.3096040438079193]","[-22.1226, 13.452300000000001, -24.627500000000005, -23.639199999999995, -15.914000000000001, 12.6157, -24.8279, -14.058499999999997, -1.0409999999999986, 2.4932999999999996]","[393.0, 539.0, 326.0, 326.0, 459.0, 1124.0, 324.0, 323.0, 903.0, 808.0]","[-39.30581205866376, -39.25354609929077, -39.33465433729635, -39.446676231468196, -39.22302904564317, -39.34481274214378, -39.38883632923368, -39.16510318949343, -39.200471698113205, -39.61920808761584]",0.839,0.839,4.13280086235558,19.365,342.970763709996,0,250,0.956378407821229,0.941370662066618,0.997665104723319,0.164107490948109,-9.76694,552.5,-39.3282149818962,0.952032329049574,0.952032329049574,4.51841416689981,3.8624495681713,39.1776691743502,0,0.0214129710851301,0.018451920920002,0.0001878231549124,0.0672406894586677,15.3316872969532,289.941469189137,0.134481378917335,0.0002884373051461,0.0006294442336439,0.1722179189258987,3.242221534257312e-05
