,Unnamed: 0,Vacancies,Num_hits_avg,Num_hits_std,Num_hits_genuine_avg,Num_hits_genuine_std,QOS_avg,QOS_std,Validity_avg,Validity_std,Emb_Time_avg,Emb_Time_std,QPU_Acc_Time_avg,QPU_Acc_Time_std,QPU_Time_avg,QPU_Time_std,Time_avg,Time_std,AR_avg,AR_std,SAR_avg,SAR_std,SAR_exp_avg,SAR_exp_std,min energy,min energy probs (num hits),min energy avg,min energy std,min energy post-sel,min energy avg post-sel,min energy post-sel std,nsuper,b_chains_avg,b_chains_std,chain_length_avg,chain_length_std,Num_vars,Chain Strength,Anneal Time,Lambda,yerr (not %),yerr post-sel (not %),SAR_post,SAR_post_std
0,0,3,0,0,0,0,0,0,0,0,0,0,,,0.0014399155974388,0.0001197705488206,0.001467428356409,0.000138366826101,-0.859128309572302,0.0190685293605999,,,,,"[50.0, 51.0, 51.0, 50.0, 13.0, 52.0, 52.0, 50.0, 13.0, 98.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",48,22.3874965103292,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",,,4,,,,,32,12,def,5,0,0,-19.5,
