,lambda,alpha,nsuper,Vacancies,Num hits,Num hits genuine,QOS,Validity,Time,QPU Time,iters,AR,AR_exp,SAR,SAR_exp,avg_E_pre,Range,avg_E_post,Num_hits_avg,Num_hits_genuine_avg,QOS_avg,Validity_avg,Time_avg,QPU_Time_avg,iters_avg,AR_avg,AR_exp_avg,SAR_avg,SAR_exp_avg,avg_E_pre_avg,Range_avg,avg_E_post_avg,Num_hits_std,Num_hits_genuine_std,QOS_std,Validity_std,Time_std,QPU_Time_std,AR_std,AR_exp_std,SAR_std,SAR_exp_std,avg_E_pre_std,Range_std,avg_E_post_std,yerr (not %),yerr post-sel (not %),SAR_post,SAR_post_std
0,3,0.4,4,3,[0.75],[0.75],[3.8167938931297694],[19.650000000000006],[array(41446.61007562)],[array(1876.)],[300],[0.9704534916201117],[0.9542093073593073],[0.9977319572973972],[0.18804071246819376],[-19.8447],[462.0],[-39.37608142493639],0.75,0.75,3.81679389312977,19.65,41446.6100756181,1876,300,0.970453491620112,0.954209307359307,0.997731957297397,0.188040712468194,-19.8447,462,-39.3760814249364,,,,,,,,,,,,,,0.0017254571219743,0.0038318390687173,0.1880407124681937,
