,Unnamed: 0.1,Unnamed: 0,Vacancies,Num_hits_avg,Num_hits_std,Num_hits_genuine_avg,Num_hits_genuine_std,QOS_avg,QOS_std,Validity_avg,Validity_std,Emb_Time_avg,Emb_Time_std,QPU_Acc_Time_avg,QPU_Acc_Time_std,QPU_Time_avg,QPU_Time_std,Time_avg,Time_std,AR_avg,AR_std,SAR_avg,SAR_std,SAR_exp_avg,SAR_exp_std,min energy,min energy probs (num hits),min energy avg,min energy std,nsuper,b_chains_avg,b_chains_std,chain_length_avg,chain_length_std,Num_vars,Chain Strength,Anneal Time,Lambda,yerr (not %),yerr post-sel (not %),SAR_post,SAR_post_std
0,0,0,3,18.3,10.8206284475533,4.65,5.09239629251299,9.39046955772199,9.31701875478002,46.8,5.01936250932327,2.83654880672693,0.985165632419125,0.12747396,0.0126927659586081,2.76545060127974,0.999462156983198,5.42258779257536,0.992800481068272,0.994261099796334,0.0023789036198342,0.0012009780455138,0.0003979325793844,0.0012009780455138,0.0003979325793844,"[-42.0, -42.0, -42.0, -42.0, -42.0, -42.0, -42.0, -42.0, -42.0, -42.0]","[9.2, 30.0, 18.500000000000007, 8.799999999999997, 8.499999999999998, 4.6999999999999975, 27.999999999999996, 37.39999999999999, 26.7, 11.200000000000001]",-42,0,4,0.0315437767653552,0.0201565620447246,,,32,4,1600,1,0.0042110956611472,0.0058336299476801,0.2948401101999991,0.09769244824760472
