,Unnamed: 0.1,Unnamed: 0,Vacancies,Num_hits_avg,Num_hits_std,Num_hits_genuine_avg,Num_hits_genuine_std,QOS_avg,QOS_std,Validity_avg,Validity_std,Time_avg,Time_std,AR_avg,AR_std,SAR_avg,SAR_std,min energy,min energy probs (num hits),min energy avg,min energy std,nsuper,b_chains_avg,Num_vars,Chain Strength,Anneal Time,Lambda,SAR_post,QPU_Time_avg,QPU_Time_std,SAR_post_std
0,0,0,3,89.41,0.615548536,89.41,0.615548536,90.30334548,0.475082567,99.01,0.225610283,1.087860452,0.003557884,0.999705168,1.73e-05,0.99972999,1.32e-05,"[-41.0, -41.0, -41.0, -41.0, -41.0, -41.0, -41.0, -41.0, -41.0, -41.0]","[89.6, 89.9, 89.5, 88.8, 89.1, 87.89999999999999, 90.0, 89.7, 89.89999999999999, 89.7]",-41,0,4,,32,6,def,[3],0.903336335,0,0,1.1927260101500008e-05
