,Vacancies,Num_hits_avg,Num_hits_std,Num_hits_genuine_avg,Num_hits_genuine_std,QOS_avg,QOS_std,Validity_avg,Validity_std,Emb_Time_avg,Emb_Time_std,QPU_Acc_Time_avg,QPU_Acc_Time_std,QPU_Time_avg,QPU_Time_std,Time_avg,Time_std,AR_avg,AR_std,SAR_avg,SAR_std,SAR_exp_avg,SAR_exp_std,min energy,min energy probs (num hits),min energy avg,min energy std,nsuper,b_chains_avg,b_chains_std,chain_length_avg,chain_length_std,Num_vars,Chain Strength,Anneal Time,Lambda,yerr (not %),yerr post-sel (not %)
0,3,73.65,3.13504385934232,73.65,3.13504385934232,84.0397938673165,1.88624328881374,87.69,4.37845863289812,0.0471837937831879,0.002101030968921,0.11008672,0.0074666573114346,0.0631826780736446,0.0016450113915241,2.6193578928709,1.87058080831663,0.99931956043956,7.09532792051876e-05,0.0040234701350661,4.09494113295457e-05,0.0040234701350661,4.09494113295457e-05,"[-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0]","[74.19999999999999, 70.8, 74.7, 75.69999999999999, 65.69999999999999, 76.29999999999998, 76.1, 72.59999999999998, 74.1, 76.3]",-5,0,2,0.0073233095255554,0.0031516711749015,,,8,4,600,3,0.008810183770285009,0.007324365686225225
