Vacancies,QOS_avg,QOS_std,Validity_avg,Validity_std,Time_avg,Time_std,min energy,nsuper,b_chains_avg,Num_vars
3,80.7692307692307,0,65,0,32.8304823860526,0,-500,13,,338
