Vacancies,QOS_avg,QOS_std,Validity_avg,Validity_std,Time_avg,Time_std,min energy,nsuper,b_chains_avg
3,89.1805666994592,1.37872428909021,67.38,1.60174904401407,4.4330783886835,0.00468107332773703,-140,7,
