Vacancies,QOS_avg,QOS_std,Validity_avg,Validity_std,Time_avg,Time_std,min energy,nsuper,b_chains_avg
3,85.2935962838639,1.34715515172794,66.94,1.19264412127005,20.4948789032176,2.79457891061557,-356,11,
