Vacancies,QOS_avg,QOS_std,Validity_avg,Validity_std,Time_avg,Time_std,min energy,nsuper,b_chains_avg
3,86.3864092606152,1.18425243829657,67.18,1.46342065039414,13.783805350028,0.0870348178849479,-293,10,
