Vacancies,QOS_avg,QOS_std,Validity_avg,Validity_std,Time_avg,Time_std,min energy,nsuper,b_chains_avg
3,88.8065795434285,1.5139369865727,66.68,2.10513657514186,6.6288445379585,0.0165763719363656,-185,8,
