Vacancies,QOS_avg,QOS_std,Validity_avg,Validity_std,Time_avg,Time_std,min energy,nsuper,b_chains_avg
3,96.124645353294,0.456010754962205,67.05,1.88321533553653,0.45749431848526,0.000564171620583239,-20,3,
