Vacancies,QOS_avg,QOS_std,Validity_avg,Validity_std,Time_avg,Time_std,min energy,nsuper,b_chains_avg
3,82.4644894483478,1.23003542049257,67.03,1.90265603827912,28.4909438237548,4.17169423077219,-425,12,
