Vacancies,QOS_avg,QOS_std,Validity_avg,Validity_std,Time_avg,Time_std,min energy,nsuper,b_chains_avg
3,94.5306752496207,0.782508077878796,67.78,1.48040534989576,0.922100817225873,0.00279149027401271,-41,4,
