Vacancies,Num_hits_avg,Num_hits_std,Num_hits_genuine_avg,Num_hits_genuine_std,QOS_avg,QOS_std,Validity_avg,Validity_std,Emb_Time_avg,Emb_Time_std,QPU_Acc_Time_avg,QPU_Acc_Time_std,QPU_Time_avg,QPU_Time_std,Time_avg,Time_std,AR_avg,AR_std,SAR_avg,SAR_std,min energy,min energy probs (num hits),min energy avg,min energy std,nsuper,b_chains_avg,b_chains_std,chain_length_avg,chain_length_std,Num_vars,Chain Strength,Anneal Time,Lambda
3,81.13,1.04024035684067,57.67,1.84664560758149,82.279730064631,1.06855424582623,70.09,2.02901453912977,1,0,0.10634308,0.00515096332986365,0.0643536817282438,0.00161567230321193,1.73812047541142,0.222699092272609,0.999537582417582,3.34643803264537e-05,0.999588437700133,2.23510607440816e-05,"[-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0]","[79.39999999999999, 82.3, 82.6, 81.10000000000001, 79.7, 81.19999999999999, 81.10000000000001, 80.7, 80.70000000000002, 82.49999999999999]",-5,0,2,0,0,1.5,0,8,6,20,[2]
