Vacancies,Num_hits_avg,Num_hits_std,Num_hits_genuine_avg,Num_hits_genuine_std,QOS_avg,QOS_std,Validity_avg,Validity_std,Emb_Time_avg,Emb_Time_std,QPU_Acc_Time_avg,QPU_Acc_Time_std,QPU_Time_avg,QPU_Time_std,Time_avg,Time_std,AR_avg,AR_std,SAR_avg,SAR_std,min energy,min energy probs (num hits),min energy avg,min energy std,nsuper,b_chains_avg,b_chains_std,chain_length_avg,chain_length_std,Num_vars,Chain Strength,Anneal Time,Lambda
3,0,0,0,0,0,0,0.41,0.689129886160802,1,0,0.15079352,0.0212109586600512,9.13669367060065,3.08280795774314,10.8751448303461,3.19158492360829,0.933226447876448,0.0194364406595176,0.983737819452105,0.0383419335153976,"[-66.0, -66.0, -62.0, -66.0, -67.0, -67.0, -66.0, -66.0, -67.0, -66.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-65.9,1.37477270848675,5,,,6.516,0.291588751497722,50,10,2000,[2]
