Vacancies,QOS_avg,QOS_std,Validity_avg,Validity_std,Time_avg,Time_std,min energy,nsuper,b_chains_avg
3,92.906922475424,0.892467394346494,67.04,1.23547561691844,1.65361546073109,0.00323100344056299,-68,5,
