,Vacancies,Num_hits_avg,Num_hits_std,Num_hits_genuine_avg,Num_hits_genuine_std,QOS_avg,QOS_std,Validity_avg,Validity_std,Emb_Time_avg,Emb_Time_std,QPU_Acc_Time_avg,QPU_Acc_Time_std,QPU_Time_avg,QPU_Time_std,Time_avg,Time_std,AR_avg,AR_std,SAR_avg,SAR_std,SAR_exp_avg,SAR_exp_std,min energy,min energy probs (num hits),min energy avg,min energy std,nsuper,b_chains_avg,b_chains_std,chain_length_avg,chain_length_std,Num_vars,Chain Strength,Anneal Time,Lambda,yerr (not %),yerr post-sel (not %)
0,3,0.55,0.597076209541127,0.3,0.440454310910905,3.90254533979623,3.8306371949713,5.27,3.39294857019672,9.96925180852413,3.7146916831911,0.15108876,0.0165402306808581,10.2628903396428,3.35160334776026,12.0554837547243,3.34555544582987,0.974605212355212,0.0070628690091315,0.0006285317652786,0.000351494453509,0.0006285317652786,0.000351494453509,"[-68.0, -68.0, -68.0, -68.0, -69.0, -68.0, -69.0, -69.0, -68.0, -68.0]","[0.2, 0.1, 0.1, 0.1, 1.2000000000000002, 0.30000000000000004, 0.7, 2.0000000000000004, 0.1, 0.7]",-68.3,0.458257569495584,5,0.0763869408204439,0.017121954072431,,,50,6,1000,1,0.0010937460271757808,0.003872917118312472
