,Vacancies,Num_hits_avg,Num_hits_std,Num_hits_genuine_avg,Num_hits_genuine_std,QOS_avg,QOS_std,Validity_avg,Validity_std,Emb_Time_avg,Emb_Time_std,QPU_Acc_Time_avg,QPU_Acc_Time_std,QPU_Time_avg,QPU_Time_std,Time_avg,Time_std,AR_avg,AR_std,SAR_avg,SAR_std,SAR_exp_avg,SAR_exp_std,min energy,min energy probs (num hits),min energy avg,min energy std,nsuper,b_chains_avg,b_chains_std,chain_length_avg,chain_length_std,Num_vars,Chain Strength,Anneal Time,Lambda,yerr (not %),yerr post-sel (not %)
0,3,0,0,0,0,0,0,0,0,0.507445599138737,0.008112421761166,0.12620536,9.16515138992085e-07,3.16688886880875,0.0117970247359331,4.78828415349126,0.0198881239734032,0.91119110707804,0.0019169502012616,,,,,"[-89.0, -89.0, -84.0, -89.0, -89.0, -90.0, -91.0, -95.0, -90.0, -90.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-89.6,2.5377155080899,6,,,7.83333333333333,0,72,13,2000,1,0.0,0.0
