Vacancies,Num_hits_avg,Num_hits_std,Num_hits_genuine_avg,Num_hits_genuine_std,QOS_avg,QOS_std,Validity_avg,Validity_std,Emb_Time_avg,Emb_Time_std,QPU_Acc_Time_avg,QPU_Acc_Time_std,QPU_Time_avg,QPU_Time_std,Time_avg,Time_std,AR_avg,AR_std,SAR_avg,SAR_std,min energy,min energy probs (num hits),min energy avg,min energy std,nsuper,b_chains_avg,b_chains_std,chain_length_avg,chain_length_std,Num_vars,Chain Strength,Anneal Time,Lambda
3,2.56,3.09004854330802,2.21,2.97773403782138,6.6451068061099,10.0773012356843,40.4,7.41592880224723,1,0,0.13217336,0.0144315714606553,2.9638292286545,0.937169256157453,4.5076368406415,0.920531312632169,0.9898183299389,0.00140906275008395,0.996892177705869,0.000625811630163665,"[-41.0, -41.0, -41.0, -41.0, -41.0, -41.0, -41.0, -41.0, -41.0, -41.0]","[0.1, 10.999999999999996, 2.000000000000001, 1.0, 1.3000000000000003, 5.1, 1.5000000000000004, 1.9000000000000008, 0.7999999999999999, 0.9]",-41,0,4,0.0480989172750118,0.0228527988067128,4.296875,0.103879813366217,32,8,2000,[2]
