Vacancies,Num_hits_avg,Num_hits_std,Num_hits_genuine_avg,Num_hits_genuine_std,QOS_avg,QOS_std,Validity_avg,Validity_std,Emb_Time_avg,Emb_Time_std,QPU_Acc_Time_avg,QPU_Acc_Time_std,QPU_Time_avg,QPU_Time_std,Time_avg,Time_std,AR_avg,AR_std,SAR_avg,SAR_std,SAR_exp_avg,SAR_exp_std,min energy,min energy probs (num hits),min energy avg,min energy std,min energy avg post-sel,min energy post-sel std,nsuper,b_chains_avg,b_chains_std,chain_length_avg,chain_length_std,Num_vars,Chain Strength,Anneal Time,Lambda,yerr (not %),yerr post-sel (not %)
3,0,0,0,0,0,0,0,0,2.25189486369491,0.0306037136825169,0.19868612,3.66606055581571e-07,5.25066277980804,0.0746721377567263,7.9658950664103,0.135595880540315,0.632647659574468,0.145474768440386,,,,,"[-78.0, -78.0, -96.0, -97.0, -78.0, -78.0, -97.0, -76.0, -75.0, -77.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-83,9,,,8,,,12.8125,0,128,22,2000,1,0,0
