,Vacancies,Num_hits_avg,Num_hits_std,Num_hits_genuine_avg,Num_hits_genuine_std,QOS_avg,QOS_std,Validity_avg,Validity_std,Emb_Time_avg,Emb_Time_std,QPU_Acc_Time_avg,QPU_Acc_Time_std,QPU_Time_avg,QPU_Time_std,Time_avg,Time_std,AR_avg,AR_std,SAR_avg,SAR_std,SAR_exp_avg,SAR_exp_std,min energy,min energy probs (num hits),min energy avg,min energy std,nsuper,b_chains_avg,b_chains_std,chain_length_avg,chain_length_std,Num_vars,Chain Strength,Anneal Time,Lambda,yerr (not %),yerr post-sel (not %)
0,3,41.71,1.72130764246256,18.94,2.09532813659341,39.8035105265336,3.34499572001831,47.58,3.2698012171996,0.391807623952627,0.0788733063617556,0.12919636,0.0184169909603062,0.399041198939085,0.0772265172668733,2.5365050368011,0.0816903891925129,0.998638775510204,0.0004299307887695,0.0051075103409409,0.0002135017676293,0.0051075103409409,0.0002135017676293,"[-21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0]","[41.5, 39.3, 43.0, 41.6, 38.8, 43.8, 43.3, 41.199999999999996, 40.599999999999994, 44.0]",-21,0,3,0.0023775014037023,0.0012057310779402,,,18,3,1400,1,0.007836128859867553,0.0097893657061429
