Vacancies,QOS_avg,QOS_std,Validity_avg,Validity_std,Time_avg,Time_std,min energy,nsuper,b_chains_avg
3,86.6904544801831,0.843346821996,68.02,1.73827500701126,10.288130893372,1.67187792727327,-236,9,
