Vacancies,Num_hits_avg,Num_hits_std,Num_hits_genuine_avg,Num_hits_genuine_std,QOS_avg,QOS_std,Validity_avg,Validity_std,Emb_Time_avg,Emb_Time_std,QPU_Acc_Time_avg,QPU_Acc_Time_std,QPU_Time_avg,QPU_Time_std,Time_avg,Time_std,AR_avg,AR_std,SAR_avg,SAR_std,min energy,min energy probs (num hits),min energy avg,min energy std,nsuper,b_chains_avg,b_chains_std,chain_length_avg,chain_length_std,Num_vars,Chain Strength,Anneal Time,Lambda
3,0,0,0,0,0,0,0,0,1,0,0.18568496,0.019531074330922,45.8265365310013,19.9605874684535,47.9694106433541,20.2616780071281,0.869332667876588,0.0163165613364641,0.816696914700545,1.11022302462516e-16,"[-94.0, -94.0, -94.0, -87.0, -87.0, -87.0, -95.0, -85.0, -85.0, -94.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-90.2,4.06939798987516,6,,,9.1,0.550210397467625,72,22,2000,[2]
