Vacancies,Num_hits_avg,Num_hits_std,Num_hits_genuine_avg,Num_hits_genuine_std,QOS_avg,QOS_std,Validity_avg,Validity_std,Emb_Time_avg,Emb_Time_std,QPU_Acc_Time_avg,QPU_Acc_Time_std,QPU_Time_avg,QPU_Time_std,Time_avg,Time_std,AR_avg,AR_std,SAR_avg,SAR_std,SAR_exp_avg,SAR_exp_std,min energy,min energy probs (num hits),min energy avg,min energy std,min energy avg post-sel,min energy post-sel std,nsuper,b_chains_avg,b_chains_std,chain_length_avg,chain_length_std,Num_vars,Chain Strength,Anneal Time,Lambda
3,2.55,5.62729952996995,0,0,0,0,5.58,11.3773283331369,54.9181890070438,33.7260998943918,0.19228468,0.0213226861623389,59.8590491697192,28.6070192796415,61.4250574655831,28.585627677616,0.707260847457627,0.306296191429003,,,,,"[314.0, -140.0, -110.0, -121.0, -140.0, -141.0, -32.0, -53.0, 161.0, -31.0]","[0.0, 0.2, 0.0, 0.0, 7.1, 18.200000000000006, 0.0, 0.0, 0.0, 0.0]",-29.3,143.717813787992,,,7,,,,,98,1,2000,1
