Vacancies,Num_hits_avg,Num_hits_std,Num_hits_genuine_avg,Num_hits_genuine_std,QOS_avg,QOS_std,Validity_avg,Validity_std,Emb_Time_avg,Emb_Time_std,QPU_Acc_Time_avg,QPU_Acc_Time_std,QPU_Time_avg,QPU_Time_std,Time_avg,Time_std,AR_avg,AR_std,SAR_avg,SAR_std,SAR_exp_avg,SAR_exp_std,min energy,min energy probs (num hits),min energy avg,min energy std,min energy post-sel,min energy avg post-sel,min energy post-sel std,nsuper,b_chains_avg,b_chains_std,chain_length_avg,chain_length_std,Num_vars,Chain Strength,Anneal Time,Lambda,yerr (not %),yerr post-sel (not %)
3,2.03,6.09,0.02,0.06,0.068259385665529,0.204778156996587,2.93,8.79,30.8587359540164,16.2349545619314,0.16983944,0.0199009732136295,35.6573526255786,13.1598014314767,37.3416040822864,13.4148961224754,0.880403085299456,0.0581813928024296,,,,,"[-71.0, -102.0, -47.0, -72.0, -82.0, -82.0, -73.0, -60.0, -89.0, -89.0]","[0.0, 20.300000000000008, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-76.7,14.9268214968894,"[nan, -101.0, nan, nan, nan, nan, nan, nan, nan, nan]",,,6,,,,,72,1,2000,1,0.000282800287128143,0.000522325460344608
