Vacancies,Num_hits_avg,Num_hits_std,Num_hits_genuine_avg,Num_hits_genuine_std,QOS_avg,QOS_std,Validity_avg,Validity_std,Emb_Time_avg,Emb_Time_std,QPU_Acc_Time_avg,QPU_Acc_Time_std,QPU_Time_avg,QPU_Time_std,Time_avg,Time_std,AR_avg,AR_std,SAR_avg,SAR_std,SAR_exp_avg,SAR_exp_std,min energy,min energy probs (num hits),min energy avg,min energy std,min energy avg post-sel,min energy post-sel std,nsuper,b_chains_avg,b_chains_std,chain_length_avg,chain_length_std,Num_vars,Chain Strength,Anneal Time,Lambda,yerr (not %),yerr post-sel (not %)
3,0,0,0,0,0,0,0,0,0,0,0.18011072,1.28312119458637e-06,4.05073584169149,0.0279277135902846,6.17099913805723,0.0332909921991724,0.770423050847458,0.0296892986252349,,,,,"[-100.0, -100.0, -99.0, -110.0, -101.0, -111.0, -110.0, -87.0, -110.0, -110.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-103.8,7.4,,,7,,,9.81632653061224,0,98,15,2000,1,0,0
