Vacancies,Num_hits_avg,Num_hits_std,Num_hits_genuine_avg,Num_hits_genuine_std,QOS_avg,QOS_std,Validity_avg,Validity_std,Emb_Time_avg,Emb_Time_std,QPU_Acc_Time_avg,QPU_Acc_Time_std,QPU_Time_avg,QPU_Time_std,Time_avg,Time_std,AR_avg,AR_std,SAR_avg,SAR_std,min energy,min energy probs (num hits),min energy avg,min energy std,nsuper,b_chains_avg,b_chains_std,chain_length_avg,chain_length_std,Num_vars,Chain Strength,Anneal Time,Lambda
3,0,0,0,0,0,0,0,0,1,0,0.18087896,0.0212203948541963,76.4040898829699,19.4263880806045,77.926441912353,19.424451596141,0.717556734693878,0.314171337222003,0.918367346938776,1.11022302462516e-16,"[-134.0, -10.0, 13.0, -128.0, -71.0, -34.0, -69.0, -50.0, -50.0, -10.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-54.3,46.0240154701869,7,,,12.1459183673469,0.878630683725538,98,1,2000,[1]
