Vacancies,QOS_avg,QOS_std,Validity_avg,Validity_std,Time_avg,Time_std,min energy,nsuper,b_chains_avg,Num_vars
3,77.3643410852713,0,64.5,0,60.7515584006906,0,-668,15,,450
