Vacancies,QOS_avg,QOS_std,Validity_avg,Validity_std,Time_avg,Time_std,min energy,nsuper,b_chains_avg
3,91.0603008258863,0.853790506651479,67.79,1.53521985396229,2.73960692677647,0.00672910146653499,-101,6,
