Vacancies,QOS_avg,QOS_std,Validity_avg,Validity_std,Time_avg,Time_std,min energy,nsuper,b_chains_avg
3,98.7872177690068,0.311846263777172,66.82,0.86116200566444,0.180837235786021,0.000346884504228506,-5,2,
