,Unnamed: 0,Vacancies,Num_hits_avg,Num_hits_std,Num_hits_genuine_avg,Num_hits_genuine_std,QOS_avg,QOS_std,Validity_avg,Validity_std,Emb_Time_avg,Emb_Time_std,QPU_Acc_Time_avg,QPU_Acc_Time_std,QPU_Time_avg,QPU_Time_std,Time_avg,Time_std,AR_avg,AR_std,SAR_avg,SAR_std,SAR_exp_avg,SAR_exp_std,min energy,min energy probs (num hits),min energy avg,min energy std,nsuper,b_chains_avg,b_chains_std,chain_length_avg,chain_length_std,Num_vars,Chain Strength,Anneal Time,Lambda,yerr (not %),yerr post-sel (not %)
0,0,3,0.09,0.0830662386291807,0.04,0.066332495807108,2.3792270531401,3.93951281945349,1.48,0.41182520563948,0.384309042990208,0.0051573721391576,0.12432492,1.17575507652894e-06,3.02061111703515,0.119853489404272,4.58188701272011,0.123996494745824,0.969103281853282,0.0007174755291273,0.0003016063154901,0.000151946145724,0.0003016063154901,0.000151946145724,"[-67.0, -68.0, -68.0, -68.0, -67.0, -67.0, -68.0, -68.0, -67.0, -68.0]","[0.0, 0.2, 0.2, 0.2, 0.0, 0.0, 0.1, 0.1, 0.0, 0.1]",-67.6,0.489897948556636,5,0.0168735091137904,0.0039316065784218,5.8,8.881784197001249e-16,50,8,2000,1,0.0003998999974983747,0.003047876375889347
