,lambda,alpha,nsuper,Vacancies,Num hits,Num hits genuine,QOS,Validity,Time,QPU Time,iters,AR,AR_exp,SAR,SAR_exp,avg_E_pre,Range,avg_E_post,Num_hits_avg,Num_hits_genuine_avg,QOS_avg,Validity_avg,Time_avg,QPU_Time_avg,iters_avg,AR_avg,AR_exp_avg,SAR_avg,SAR_exp_avg,avg_E_pre_avg,Range_avg,avg_E_post_avg,Num_hits_std,Num_hits_genuine_std,QOS_std,Validity_std,Time_std,QPU_Time_std,AR_std,AR_exp_std,SAR_std,SAR_exp_std,avg_E_pre_std,Range_std,avg_E_post_std,yerr (not %),yerr post-sel (not %),SAR_18,SAR_post,SAR_18_std,SAR_post_std
0,3,0.4,3,3,"[36.09, 38.49999999999999, 31.740000000000006, 4.31, 31.56, 29.690000000000005, 33.3, 28.279999999999998, 45.410000000000004, 40.190000000000005]","[36.09, 38.49999999999999, 31.740000000000006, 4.31, 31.56, 29.690000000000005, 33.3, 28.279999999999998, 45.410000000000004, 40.190000000000005]","[75.37593984962407, 71.12506927766486, 90.37585421412305, 15.459110473457677, 67.65273311897107, 71.3016330451489, 79.41807774862868, 64.81778592711437, 83.67422148516678, 76.1462675255779]","[47.87999999999999, 54.13, 35.11999999999998, 27.879999999999995, 46.64999999999999, 41.64, 41.92999999999999, 43.629999999999995, 54.26999999999998, 52.77999999999999]","[array(33.0641115), array(45.320714), array(43.9152471), array(23.7697802), array(41.965764), array(41.6489489), array(41.9048083), array(35.989124), array(32.5083898), array(44.4985413)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[164, 199, 204, 101, 210, 201, 177, 177, 160, 200]","[0.9849776978417265, 0.9929824460431654, 0.9818942446043166, 0.9836558273381295, 0.9844461870503598, 0.9920228776978418, 0.9842805755395684, 0.9868374100719424, 0.9905378417266187, 0.9906811510791368]","[0.9599980842911878, 0.9451999999999999, 0.9389150485436893, 0.9298814814814814, 0.9332722222222223, 0.9549260162601626, 0.9325617283950617, 0.943877300613497, 0.9591540372670807, 0.9469131147540985]","[0.9995970141180288, 0.9995603443349145, 0.9998594746071024, 0.9982298236016638, 0.9995000269880558, 0.9993182399325495, 0.9996702280436562, 0.9994354092705666, 0.9997277136831165, 0.9996011678720684]","[0.8599624060150362, 0.8472196563827818, 0.9511674259681104, 0.38486370157819394, 0.8262593783494143, 0.7630883765610008, 0.8854042451705233, 0.8038047215218906, 0.9053805048829933, 0.861405835543767]","[-9.5595, -15.122800000000002, -7.4165, -8.640799999999997, -9.190099999999997, -14.4559, -9.075, -10.851999999999997, -13.423800000000002, -13.523400000000002]","[261.0, 89.0, 206.0, 162.0, 162.0, 123.0, 162.0, 163.0, 161.0, 122.0]","[-19.719924812030072, -19.694439312765564, -19.90233485193622, -18.769727403156388, -19.65251875669883, -19.526176753122, -19.770808490341047, -19.60760944304378, -19.810761009765987, -19.722811671087534]",31.907,31.907,69.53466927,44.591,38.45854291,0,179.3,0.987231626,0.944469903,0.999449944,0.808855625,-11.12598,161.1,-19.61771125,11.02349818,11.02349818,20.45430036,8.514448439,6.94473918,0,0.00396982,0.010973722,0.000454465,0.157926429,2.759025053,47.35316486,0.315852858,0.001473989,0.001455471,0.825917786,0.172217919,0.0123,7.831009149402183e-05
