,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Vacancies,Num_hits_avg,Num_hits_std,Num_hits_genuine_avg,Num_hits_genuine_std,QOS_avg,QOS_std,Validity_avg,Validity_std,Emb_Time_avg,Emb_Time_std,QPU_Acc_Time_avg,QPU_Acc_Time_std,QPU_Time_avg,QPU_Time_std,Time_avg,Time_std,AR_avg,AR_std,SAR_avg,SAR_std,min energy,min energy probs (num hits),min energy avg,min energy std,nsuper,b_chains_avg,b_chains_std,chain_length_avg,chain_length_std,Num_vars,Chain Strength,Anneal Time,Lambda,yerr (not %),yerr post-sel (not %),SAR_18,SAR_post,SAR_18_std,SAR_post_std
0,0,0,0,0,0,0,0,0,3,99.29,0.29816103,99.29,0.29816103,99.41919803,0.260379375,99.87,0.11,0,0,,,0.339193458,0.000778892,0.3392264,0.000775935,0.999980576,7.46e-06,0.999984151,6.63e-06,"[-20.0, -20.0, -20.0, -20.0, -20.0, -20.0, -20.0, -20.0, -20.0, -20.0]","[99.0, 98.80000000000001, 99.0, 99.69999999999999, 99.60000000000001, 99.10000000000002, 99.7, 99.4, 99.30000000000001, 99.29999999999998]",-20,0,3,,,,,18,22,def,3,0.001679153,0.001519699,0.994492532,0.903336335,6.59e-06,5.989214824115748e-06
