,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Vacancies,Num_hits_avg,Num_hits_std,Num_hits_genuine_avg,Num_hits_genuine_std,QOS_avg,QOS_std,Validity_avg,Validity_std,Emb_Time_avg,Emb_Time_std,QPU_Acc_Time_avg,QPU_Acc_Time_std,QPU_Time_avg,QPU_Time_std,Time_avg,Time_std,AR_avg,AR_std,SAR_avg,SAR_std,SAR_exp_avg,SAR_exp_std,min energy,min energy probs (num hits),min energy avg,min energy std,min energy avg post-sel,min energy post-sel std,nsuper,b_chains_avg,b_chains_std,chain_length_avg,chain_length_std,Num_vars,Chain Strength,Anneal Time,Lambda,yerr (not %),yerr post-sel (not %),SAR_18,SAR_post,SAR_18_std
0,0,0,0,0,3,0.04,0.048989795,0.04,0.048989795,10.41666667,13.85064178,0.32,0.188679623,0,0,,,0.000759734,0.000279448,0.000791958,0.000313323,0.971831702,0.000390194,0.001001773,0.000770869,0.001001773,0.000770869,"[-21.0, -18.0, -21.0, -19.0, -21.0, -18.0, -22.0, -21.0, -20.0, -22.0]","[0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1, 0.0, 0.1, 0.1]",-20.3,1.417744688,-19.1,0.830662386,3,,,,,18,24,def,0,0.0003999,0.006109227,0.235416667,-19.5,0.181154224
