,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Vacancies,Num_hits_avg,Num_hits_std,Num_hits_genuine_avg,Num_hits_genuine_std,QOS_avg,QOS_std,Validity_avg,Validity_std,Emb_Time_avg,Emb_Time_std,QPU_Acc_Time_avg,QPU_Acc_Time_std,QPU_Time_avg,QPU_Time_std,Time_avg,Time_std,AR_avg,AR_std,SAR_avg,SAR_std,SAR_exp_avg,SAR_exp_std,min energy,min energy probs (num hits),min energy avg,min energy std,nsuper,b_chains_avg,b_chains_std,chain_length_avg,chain_length_std,Num_vars,Chain Strength,Anneal Time,Lambda,yerr (not %),yerr post-sel (not %),SAR_18,SAR_post,SAR_18_std
0,0,0,0,0,3,41.71,1.721307642,18.94,2.095328137,39.80351053,3.34499572,47.58,3.269801217,0.391807624,0.078873306,0.12919636,0.018416991,0.399041199,0.077226517,2.536505037,0.081690389,0.998638776,0.000429931,0.00510751,0.000213502,0.00510751,0.000213502,"[-21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0]","[41.5, 39.3, 43.0, 41.6, 38.8, 43.8, 43.3, 41.199999999999996, 40.599999999999994, 44.0]",-21,0,3,0.002377501,0.001205731,,,18,3,1400,1,0.007836129,0.009789366,0.625670017,0.29484011,0.026153997
