,Unnamed: 0,Vacancies,Num_hits_avg,Num_hits_std,Num_hits_genuine_avg,Num_hits_genuine_std,QOS_avg,QOS_std,Validity_avg,Validity_std,Emb_Time_avg,Emb_Time_std,QPU_Acc_Time_avg,QPU_Acc_Time_std,QPU_Time_avg,QPU_Time_std,Time_avg,Time_std,AR_avg,AR_std,SAR_avg,SAR_std,SAR_exp_avg,SAR_exp_std,min energy,min energy probs (num hits),min energy avg,min energy std,nsuper,b_chains_avg,b_chains_std,chain_length_avg,chain_length_std,Num_vars,Chain Strength,Anneal Time,Lambda,yerr (not %),yerr post-sel (not %)
0,0,3,47.34,1.081850267,15.8,1.091054536,36.30558278,2.497183084,41.79,1.933623541,0.613388111,0.006857709,0.09512444,1.37E-06,3.208833645,0.286204861,5.145075388,0.275541942,0.999131837,0.000200466,0.00492685,0.000133362,0.00492685,0.000133362,"[-21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0]","[46.8, 47.599999999999994, 48.6, 48.3, 47.199999999999996, 47.99999999999999, 48.599999999999994, 44.89999999999999, 46.800000000000004, 46.6]",-21,0,3,0.00401995,0.000980914,3,0,18,3,2000,1,0.007172296,0.009617134
